"objectid","rd20full","length_mi","class","xstrt1","xstrt2","district","sapid","iamfloc"
"7126","CARMEL MTN RD","0.10517112","Class II","STABLE VISTA WAY","SPUR CROSSING WAY","1","SS-032307-PV1","SS-032307"
"7127","CARMEL MTN RD","0.14475144","Class II","LAUREL CHASE DR","TIMBER BROOK LN","1","SS-030607-PV1","SS-030607"
"7128","CARMEL MTN RD","0.15459138","Class II","EQUESTRIAN RIDGE","LITTLE MCGONIGLE RAN RD","1","SS-032302-PV1","SS-032302"
"7129","CARMEL MTN RD","0.03114413","Class II","LAUREL CHASE DR","LAUREL CHASE DR","1","SS-030466-PV1","SS-030466"
"7130","CARMEL MTN RD","0.04645756","Class II","BEGIN","LITTLE MCGONIGLE RAN RD","1","SS-031664-PV1","SS-031664"
"7131","CARMEL MTN RD","0.41405981","Class II","GALLOP CREST CT","STABLE VISTA WAY","1","SS-032309-PV1","SS-032309"
"7132","CARMEL MTN RD","0.31083609","Class II","TIMBER BROOK LN","GALLOP CREST CT","1","SS-030467-PV1","SS-030467"
"7133","CARMEL MTN RD","0.20450309","Class II","SPUR CROSSING WAY","EQUESTRIAN RIDGE","1","SS-032305-PV1","SS-032305"
"7134","CARMEL MTN RD","0.10411028","Class II","STABLE VISTA WAY","SPUR CROSSING WAY","1","SS-032307-PV1","SS-032307"
"7135","CARMEL MTN RD","0.14531630","Class II","LAUREL CHASE DR","TIMBER BROOK LN","1","SS-030607-PV1","SS-030607"
"7136","BALBOA DR","0.07102504","Class III","JUNIPER RD","08TH AVENUE DR","3","SS-031604-PV1","SS-031604"
"7137","BALBOA DR","0.10060776","Class III","QUINCE DR","06TH AV","3","SS-031606-PV1","SS-031606"
"7138","BALBOA DR","0.06760352","Class III","EL PRADO","QUINCE DR","3","SS-031605-PV1","SS-031605"
"7139","JUNIPER RD","0.19950502","Class III","06TH AV","JUNIPER ST","3","SS-031601-PV1","SS-031601"
"7140","BALBOA DR","0.19941241","Class III","08TH AVENUE DR","JUNIPER RD","3","SS-031602","SS-031602"
"7141","08TH AVENUE DR","0.31520806","Class III","BALBOA DR","JUNIPER RD","3","SS-031603","SS-031603"
"7142","08TH AVENUE DR","0.06886753","Class III","BALBOA DR","JUNIPER RD","3","SS-031603","SS-031603"
"7143","28TH ST","0.07140558","Class III","BEECH ST","CEDAR ST","3","SS-000590-PV1","SS-000590"
"7144","28TH ST","0.07292279","Class III","ASH ST","BEECH ST","3","SS-000591-PV1","SS-000591"
"7145","28TH ST","0.08979659","Class III","A ST","ASH ST","3","SS-000592-PV1","SS-000592"
"7146","28TH ST","0.07216528","Class III","CEDAR ST","DATE ST","3","SS-000589-PV1","SS-000589"
"7147","28TH ST","0.07140558","Class III","BEECH ST","CEDAR ST","3","SS-000590-PV1","SS-000590"
"7148","28TH ST","0.07292279","Class III","ASH ST","BEECH ST","3","SS-000591-PV1","SS-000591"
"7149","28TH ST","0.09081414","Class III","A ST","ASH ST","3","SS-000592-PV1","SS-000592"
"7150","28TH ST","0.07216528","Class III","CEDAR ST","DATE ST","3","SS-000589-PV1","SS-000589"
"7151","MISSION GORGE RD","0.03637152","Class II","SHERIDAN LN","GLACIER AV","7","SS-018596-PV1","SS-018596"
"7152","MISSION GORGE RD","0.07215349","Class II","GLACIER AV","RAINIER AV","7","SS-018605-PV1","SS-018605"
"7153","MISSION GORGE RD","0.03788635","Class II","VANDEVER AV","SHERIDAN LN","7","SS-018597-PV1","SS-018597"
"7154","MISSION GORGE RD","0.07329046","Class II","RAINIER AV","ORCUTT AV","7","SS-018604-PV1","SS-018604"
"7155","MISSION GORGE RD","0.03637152","Class II","SHERIDAN LN","GLACIER AV","7","SS-018596-PV1","SS-018596"
"7156","MISSION GORGE RD","0.07218954","Class II","GLACIER AV","RAINIER AV","7","SS-018605-PV1","SS-018605"
"7157","MISSION GORGE RD","0.03788635","Class II","VANDEVER AV","SHERIDAN LN","7","SS-018597-PV1","SS-018597"
"7158","MISSION GORGE RD","0.07332476","Class II","RAINIER AV","ORCUTT AV","7","SS-018604-PV1","SS-018604"
"7159","MISSION GORGE RD","0.34275647","Class II","ORCUTT AV","FRIARS RD","7","SS-018595-PV1","SS-018595"
"7160","WARING RD","0.11160844","Class II","ZION AV","GREENBRIER AV","7","SS-028270-PV1","SS-028270"
"7161","WARING RD","0.11281865","Class II","ZION AV","GREENBRIER AV","7","SS-028270-PV1","SS-028270"
"7162","WARING RD","0.21375271","Class II","GREENBRIER AV","MOUND AV","7","SS-028267-PV1","SS-028267"
"7163","WARING RD","0.21524616","Class II","GREENBRIER AV","MOUND AV","7","SS-028267-PV1","SS-028267"
"7164","REGENTS RD","0.24722465","Class II","LA JOLLA VILLAGE DR","EXECUTIVE DR","6","SS-022988-PV1","SS-022988"
"7165","REGENTS RD","0.12555720","Class II","EXECUTIVE DR","EASTGATE ML","6","SS-022978-PV1","SS-022978"
"7166","REGENTS RD","0.16967057","Class IV (One-Way)","BERINO CT","NOBEL DR","6","SS-022982-PV1","SS-022982"
"7167","REGENTS RD","0.12854640","Class II","MAHAILA AV","LA JOLLA VILLAGE DR","6","SS-022979-PV1","SS-022979"
"7168","REGENTS RD","0.08195360","Class II","NOBEL DR","CRYSTAL DAWN LN","6","SS-022981-PV1","SS-022981"
"7169","REGENTS RD","0.07362238","Class II","EASTGATE ML","GENESEE AV","6","SS-022987-PV1","SS-022987"
"7170","REGENTS RD","0.08062384","Class II","CRYSTAL DAWN LN","MAHAILA AV","6","SS-022980-PV1","SS-022980"
"7171","REGENTS RD","0.24725811","Class IV (One-Way)","LA JOLLA VILLAGE DR","EXECUTIVE DR","6","SS-022988-PV1","SS-022988"
"7172","REGENTS RD","0.12464712","Class II","EXECUTIVE DR","EASTGATE ML","6","SS-022978-PV1","SS-022978"
"7173","REGENTS RD","0.03938333","Class IV (One-Way)","BERINO CT","NOBEL DR","6","SS-022982-PV1","SS-022982"
"7174","REGENTS RD","0.12799163","Class II","MAHAILA AV","LA JOLLA VILLAGE DR","6","SS-022979-PV1","SS-022979"
"7175","REGENTS RD","0.27398267","Class IV (One-Way)","NOBEL DR","CRYSTAL DAWN LN","6","SS-022981-PV1","SS-022981"
"7176","REGENTS RD","0.07349361","Class II","EASTGATE ML","GENESEE AV","6","SS-022987-PV1","SS-022987"
"7177","REGENTS RD","0.07909904","Class IV (One-Way)","CRYSTAL DAWN LN","MAHAILA AV","6","SS-022980-PV1","SS-022980"
"7178","SCRIPPS RANCH BL","0.22123871","Class II","HIBERT ST","MIRA MESA BL","5","SS-024542-PV1","SS-024542"
"7179","SCRIPPS RANCH BL","0.15196015","Class II","SCRIPPS LAKE DR","HIBERT ST","5","SS-024543-PV1","SS-024543"
"7180","SCRIPPS RANCH BL","0.07272947","Class II","HIBERT ST","MIRA MESA BL","6","SS-024542-PV1","SS-024542"
"7181","SCRIPPS RANCH BL","0.15239034","Class II","SCRIPPS LAKE DR","HIBERT ST","6","SS-024543-PV1","SS-024543"
"7182","PASEO MONTALBAN","0.10818656","Class II","VIA CIMA BELLA","OFTEDAHL WY","5","SS-021446-PV1","SS-021446"
"7183","PASEO MONTALBAN","0.10403598","Class II","OFTEDAHL WY","CARMEL MTN RD","5","SS-021445-PV1","SS-021445"
"7184","PASEO MONTALBAN","0.12131709","Class II","SALMON RIVER RD","VIA CIMA BELLA","5","SS-021447-PV1","SS-021447"
"7185","PASEO MONTALBAN","0.06782628","Class II","BLACK MTN RD","TWIN TRAILS DR","5","SS-021449-PV1","SS-021449"
"7186","PASEO MONTALBAN","0.10177424","Class II","TWIN TRAILS DR","SALMON RIVER RD","5","SS-021448-PV1","SS-021448"
"7187","PASEO MONTALBAN","0.10970519","Class II","VIA CIMA BELLA","OFTEDAHL WY","5","SS-021446-PV1","SS-021446"
"7188","PASEO MONTALBAN","0.07253792","Class II","OFTEDAHL WY","CARMEL MTN RD","5","SS-021445-PV1","SS-021445"
"7189","PASEO MONTALBAN","0.12180960","Class II","SALMON RIVER RD","VIA CIMA BELLA","5","SS-021447-PV1","SS-021447"
"7190","PASEO MONTALBAN","0.07121437","Class II","BLACK MTN RD","TWIN TRAILS DR","5","SS-021449-PV1","SS-021449"
"7191","PASEO MONTALBAN","0.09792015","Class II","TWIN TRAILS DR","SALMON RIVER RD","5","SS-021448-PV1","SS-021448"
"7192","CALLE MAR DE MARIPOS","0.07253891","Class II","VISTA SORRENTO PY","WEST OCEAN AIR DR","1","SS-005564-PV1","SS-005564"
"7193","CALLE MAR DE MARIPOS","0.07102681","Class II","VISTA SORRENTO PY","WEST OCEAN AIR DR","1","SS-005564-PV1","SS-005564"
"7194","OCEAN BLUFF AV","0.07216528","Class II","VISTA SORRENTO PY","WEST OCEAN AIR DR","1","SS-020282-PV1","SS-020282"
"7195","OCEAN BLUFF AV","0.07348873","Class II","VISTA SORRENTO PY","WEST OCEAN AIR DR","1","SS-020282-PV1","SS-020282"
"7196","CHESAPEAKE DR","0.07178928","Class II","KEARNY VILLA RD","CHESAPEAKE CT","6","SS-007092-PV1","SS-007092"
"7197","CHESAPEAKE DR","0.07256258","Class II","KEARNY VILLA RD","CHESAPEAKE CT","6","SS-007092-PV1","SS-007092"
"7198","J ST","0.11652161","Class IV (One-Way)","16TH ST","17TH ST","3","SS-014382","SS-014382"
"7199","J ST","0.51351227","Class IV (One-Way)","16TH ST","17TH ST","3","SS-014382","SS-014382"
"7200","DEL MAR HEIGHTS RD","0.35307270","Class II","PORTOFINO DR","DEL MAR HILLS DR","1","SS-008976","SS-008976"
"7201","DEL MAR HEIGHTS RD","0.35407105","Class II","PORTOFINO DR","DEL MAR HILLS DR","1","SS-008976","SS-008976"
"7202","FRIARS RD","0.16502256","Class IV (One-Way)","RIVER RUN DR","FENTON PY","9","SS-011506-PV1","SS-011506"
"7203","FRIARS RD","0.06876992","Class IV (One-Way)","FRIARS RD RA","MISSION VILLAGE DR","9","SS-011487-PV1","SS-011487"
"7204","FRIARS RD","0.05986266","Class IV (One-Way)","FENTON PY","NORTHSIDE DR","9","SS-030718-PV1","SS-030718"
"7205","FRIARS RD","0.17584209","Class IV (One-Way)","NORTHSIDE DR","FRIARS RD RA","9","SS-011505-PV1","SS-011505"
"7206","FRIARS RD","0.06904543","Class IV (One-Way)","RIVER RUN DR","FENTON PY","7","SS-011506-PV1","SS-011506"
"7207","FRIARS RD","0.05423978","Class IV (One-Way)","FRIARS RD RA","MISSION VILLAGE DR","7","SS-011487-PV1","SS-011487"
"7208","FRIARS RD","0.10984645","Class IV (One-Way)","FENTON PY","NORTHSIDE DR","7","SS-030718-PV1","SS-030718"
"7209","FRIARS RD","0.06815695","Class IV (One-Way)","NORTHSIDE DR","FRIARS RD RA","7","SS-011505-PV1","SS-011505"
"7210","FRIARS RD","0.24492659","Class IV (One-Way)","MISSION VILLAGE DR","FRIARS RD RA","9","SS-011486-PV1","SS-011486"
"7211","FRIARS RD","0.05470634","Class IV (One-Way)","MISSION VILLAGE DR","FRIARS RD RA","7","SS-011486-PV1","SS-011486"
"7212","COLLEGE AV","0.03312013","Class II","MONTEZUMA RD","LINDO PASEO","9","SS-007552-PV1","SS-007552"
"7213","COLLEGE AV","0.03345658","Class II","AZTEC CR DR","ALVARADO RD","9","SS-007583-PV1","SS-007583"
"7214","COLLEGE AV","0.06909140","Class II","LINDO PASEO","AZTEC CR DR","9","SS-007551-PV1","SS-007551"
"7215","COLLEGE AV","0.03010052","Class II","MONTEZUMA RD","LINDO PASEO","9","SS-007552-PV1","SS-007552"
"7216","COLLEGE AV","0.25861499","Class II","AZTEC CR DR","ALVARADO RD","9","SS-007583-PV1","SS-007583"
"7217","COLLEGE AV","0.35258601","Class II","LINDO PASEO","AZTEC CR DR","9","SS-007551-PV1","SS-007551"
"7218","MONTEZUMA RD","0.17811168","Class II","GARY ST","LA DORNA ST","9","SS-018914-PV1","SS-018914"
"7219","MONTEZUMA RD","0.07051381","Class II","EWING ST","GARY ST","9","SS-018912-PV1","SS-018912"
"7220","MONTEZUMA RD","0.12613446","Class II","CATOCTIN DR","RESERVOIR DR","9","SS-018922-PV1","SS-018922"
"7221","MONTEZUMA RD","0.15776640","Class II","LA DORNA ST","CATOCTIN DR","9","SS-018915-PV1","SS-018915"
"7222","MONTEZUMA RD","0.09446822","Class II","ART ST","EWING ST","9","SS-018911-PV1","SS-018911"
"7223","MONTEZUMA RD","0.17624218","Class II","GARY ST","GARY ST","9","SS-018913-PV1","SS-018913"
"7224","MONTEZUMA RD","0.37535472","Class II","GARY ST","LA DORNA ST","9","SS-018914-PV1","SS-018914"
"7225","MONTEZUMA RD","0.58397085","Class II","EWING ST","GARY ST","9","SS-018912-PV1","SS-018912"
"7226","MONTEZUMA RD","0.08883133","Class II","CATOCTIN DR","RESERVOIR DR","9","SS-018922-PV1","SS-018922"
"7227","MONTEZUMA RD","0.01222945","Class II","LA DORNA ST","CATOCTIN DR","9","SS-018915-PV1","SS-018915"
"7228","MONTEZUMA RD","0.06821921","Class II","ART ST","EWING ST","9","SS-018911-PV1","SS-018911"
"7229","MONTEZUMA RD","0.24472042","Class II","GARY ST","GARY ST","9","SS-018913-PV1","SS-018913"
"7230","BRIARWOOD RD","0.06815695","Class II","PARADISE VALLEY RD","PRAIRIE MOUND WY","4","SS-004856-PV1","SS-004856"
"7231","BRIARWOOD RD","0.12481481","Class II","PRAIRIE MOUND WY","ZEST ST","4","SS-004857-PV1","SS-004857"
"7232","BRIARWOOD RD","0.04405825","Class II","ZEST ST","NEBRASKA AV","4","SS-004858-PV1","SS-004858"
"7233","BRIARWOOD RD","0.12478840","Class III","PARADISE VALLEY RD","PRAIRIE MOUND WY","4","SS-004856-PV1","SS-004856"
"7234","BRIARWOOD RD","0.09457293","Class III","PRAIRIE MOUND WY","ZEST ST","4","SS-004857-PV1","SS-004857"
"7235","BRIARWOOD RD","0.42555404","Class II","ZEST ST","NEBRASKA AV","4","SS-004858-PV1","SS-004858"
"7236","DIVISION ST","0.01253949","Class II","VINCA WY","THEODORE DR","4","SS-009254-PV1","SS-009254"
"7237","DIVISION ST","0.04913957","Class II","S 61ST ST","VINCA WY","4","SS-009255-PV1","SS-009255"
"7238","DIVISION ST","0.17447416","Class II","THEODORE DR","PLAZA BL","4","SS-009259-PV1","SS-009259"
"7239","DIVISION ST","0.17743817","Class II","VINCA WY","THEODORE DR","4","SS-009254-PV1","SS-009254"
"7240","DIVISION ST","0.12241391","Class II","S 61ST ST","VINCA WY","4","SS-009255-PV1","SS-009255"
"7241","DIVISION ST","0.22133883","Class II","THEODORE DR","PLAZA BL","4","SS-009259-PV1","SS-009259"
"7242","PLAZA BL","0.37574911","Class II","CAREFREE DR","PLAZA TORREON","4","SS-021918-PV1","SS-021918"
"7243","PLAZA BL","0.05246345","Class II","PLAZA TORREON","S WOODMAN ST","4","SS-021917-PV1","SS-021917"
"7244","PLAZA BL","0.25980090","Class II","DIVISION ST","PLAZA TAXCO","4","SS-021920-PV1","SS-021920"
"7245","PLAZA BL","0.27441242","Class II","PLAZA TAXCO","CAREFREE DR","4","SS-021919-PV1","SS-021919"
"7246","PLAZA BL","0.21913315","Class II","CAREFREE DR","PLAZA TORREON","4","SS-021918-PV1","SS-021918"
"7247","PLAZA BL","0.20740346","Class II","PLAZA TORREON","S WOODMAN ST","4","SS-021917-PV1","SS-021917"
"7248","PLAZA BL","0.12989096","Class II","DIVISION ST","PLAZA TAXCO","4","SS-021920-PV1","SS-021920"
"7249","PLAZA BL","0.41953786","Class II","PLAZA TAXCO","CAREFREE DR","4","SS-021919-PV1","SS-021919"
"7250","RANCHO MISSION RD","0.38444140","Class IV (One-Way)","WARD RD","SAN DIEGO MISSION RD","7","SS-022715-PV1","SS-022715"
"7251","RANCHO MISSION RD","0.07253792","Class IV (One-Way)","SAN DIEGO MISSION RD","FRIARS RD","7","SS-022714-PV1","SS-022714"
"7252","RANCHO MISSION RD","0.35095086","Class IV (One-Way)","WARD RD","SAN DIEGO MISSION RD","7","SS-022715-PV1","SS-022715"
"7253","RANCHO MISSION RD","0.05967587","Class IV (One-Way)","SAN DIEGO MISSION RD","FRIARS RD","7","SS-022714-PV1","SS-022714"
"7254","06TH AV","0.24771815","Class II","MAPLE ST","NUTMEG ST","3","SS-000208-PV1","SS-000208"
"7255","06TH AV","0.82848718","Class II","QUINCE DR","REDWOOD ST","3","SS-000204-PV1","SS-000204-PV1"
"7256","06TH AV","0.42370535","Class II","REDWOOD ST","SPRUCE ST","3","SS-000203-PV1","SS-000203"
"7257","06TH AV","0.06005195","Class II","GRAPE ST","HAWTHORN ST","3","SS-000214-PV1","SS-000214"
"7258","06TH AV","0.81859158","Class II","NUTMEG ST","OLIVE ST","3","SS-000207-PV1","SS-000207"
"7259","06TH AV","0.05887176","Class II","IVY ST","JUNIPER RD","3","SS-000212-PV1","SS-000212"
"7260","06TH AV","0.15866530","Class II","ELM ST","FIR ST","3","SS-000216-PV1","SS-000216"
"7261","06TH AV","0.08716531","Class II","THORN ST","BALBOA DR","3","SS-000201-PV1","SS-000201"
"7262","06TH AV","0.08391657","Class II","FIR ST","GRAPE ST","3","SS-000215-PV1","SS-000215"
"7263","06TH AV","0.06839701","Class II","PALM ST","QUINCE DR","3","SS-000205-PV1","SS-000205"
"7264","06TH AV","0.06725637","Class II","EL PRADO","MAPLE ST","3","SS-000209-PV1","SS-000209"
"7265","06TH AV","0.06723366","Class II","JUNIPER RD","KALMIA ST","3","SS-000211-PV1","SS-000211"
"7266","06TH AV","0.06835016","Class II","SPRUCE ST","THORN ST","3","SS-000202-PV1","SS-000202"
"7267","06TH AV","0.06724112","Class II","HAWTHORN ST","IVY ST","3","SS-000213-PV1","SS-000213"
"7268","06TH AV","0.05136161","Class II","OLIVE ST","PALM ST","3","SS-000206-PV1","SS-000206"
"7269","06TH AV","0.27887191","Class II","KALMIA ST","EL PRADO","3","SS-000210-PV1","SS-000210"
"7270","06TH AV","0.04898916","Class II","MAPLE ST","NUTMEG ST","3","SS-000208-PV1","SS-000208"
"7271","06TH AV","0.21397512","Class II","QUINCE DR","REDWOOD ST","3","SS-000204-PV1","SS-000204"
"7272","06TH AV","0.09450233","Class II","REDWOOD ST","SPRUCE ST","3","SS-000203-PV1","SS-000203"
"7273","06TH AV","0.08675809","Class II","GRAPE ST","HAWTHORN ST","3","SS-000214-PV1","SS-000214"
"7274","06TH AV","0.21631118","Class II","NUTMEG ST","OLIVE ST","3","SS-000207-PV1","SS-000207"
"7275","06TH AV","0.27434906","Class II","IVY ST","JUNIPER RD","3","SS-000212-PV1","SS-000212"
"7276","06TH AV","0.09340623","Class II","ELM ST","FIR ST","3","SS-000216-PV1","SS-000216"
"7277","06TH AV","0.09364875","Class II","FIR ST","GRAPE ST","3","SS-000215-PV1","SS-000215"
"7278","06TH AV","0.64835450","Class II","PALM ST","QUINCE DR","3","SS-000205-PV1","SS-000205"
"7279","06TH AV","0.21551599","Class II","EL PRADO","MAPLE ST","3","SS-000209-PV1","SS-000209"
"7280","06TH AV","0.31589760","Class II","JUNIPER RD","KALMIA ST","3","SS-000211-PV1","SS-000211"
"7281","06TH AV","0.64881047","Class II","SPRUCE ST","THORN ST","3","SS-000202-PV1","SS-000202"
"7282","06TH AV","0.06800265","Class II","HAWTHORN ST","IVY ST","3","SS-000213-PV1","SS-000213"
"7283","06TH AV","0.06875005","Class II","OLIVE ST","PALM ST","3","SS-000206-PV1","SS-000206"
"7284","06TH AV","0.11725389","Class II","KALMIA ST","EL PRADO","3","SS-000210-PV1","SS-000210"
"7285","AERO DR","0.03656822","Class IV (One-Way)","RUFFIN RD","WEST CANYON AV","7","SS-001853-PV1","SS-001853"
"7286","AERO DR","0.04535861","Class IV (One-Way)","KEARNY VILLA RD","AERO CT","7","SS-001845-PV1","SS-001845"
"7287","AERO DR","0.06799607","Class IV (One-Way)","AERO CT","AFTON RD","7","SS-001844-PV1","SS-001844"
"7288","AERO DR","0.03312013","Class IV (One-Way)","JOHN J MONTGOMERY DR","CORPORATE CT","7","SS-001851-PV1","SS-001851"
"7289","AERO DR","0.06446325","Class IV (One-Way)","CORPORATE CT","RUFFIN RD","7","SS-001843-PV1","SS-001843"
"7290","AERO DR","0.11160844","Class IV (One-Way)","AFTON RD","JOHN J MONTGOMERY DR","7","SS-001852-PV1","SS-001852"
"7291","AERO DR","0.06873657","Class IV (One-Way)","RUFFIN RD","WEST CANYON AV","7","SS-001853-PV1","SS-001853"
"7292","AERO DR","0.11282362","Class IV (One-Way)","KEARNY VILLA RD","AERO CT","7","SS-001845-PV1","SS-001845"
"7293","AERO DR","0.04601317","Class IV (One-Way)","AERO CT","AFTON RD","7","SS-001844-PV1","SS-001844"
"7294","AERO DR","0.04602311","Class IV (One-Way)","JOHN J MONTGOMERY DR","CORPORATE CT","7","SS-001851-PV1","SS-001851"
"7295","AERO DR","0.24486319","Class IV (One-Way)","CORPORATE CT","RUFFIN RD","7","SS-001843-PV1","SS-001843"
"7296","AERO DR","0.15001180","Class IV (One-Way)","AFTON RD","JOHN J MONTGOMERY DR","7","SS-001852-PV1","SS-001852"
"7297","GRAMERCY DR","0.11922836","Class II","MOBLEY ST","PASTERNACK PL","7","SS-012465-PV1","SS-012465"
"7298","GRAMERCY DR","0.24560413","Class II","PASTERNACK PL","MISSION VILLAGE DR","7","SS-012467-PV1","SS-012467"
"7299","GRAMERCY DR","0.06818173","Class II","MOBLEY ST","PASTERNACK PL","7","SS-012465-PV1","SS-012465"
"7300","GRAMERCY DR","0.03656822","Class II","PASTERNACK PL","MISSION VILLAGE DR","7","SS-012467-PV1","SS-012467"
"7301","NOBEL DR","0.31299540","Class IV (One-Way)","CARGILL AV","GENESEE AV","6","SS-019968-PV1","SS-019968"
"7302","NOBEL DR","0.04374413","Class IV (One-Way)","LEBON DR","DANICA MAE DR","6","SS-019965-PV1","SS-019965"
"7303","NOBEL DR","0.31050261","Class IV (One-Way)","DANICA MAE DR","REGENTS RD","6","SS-019966-PV1","SS-019966"
"7304","NOBEL DR","0.07827000","Class IV (One-Way)","REGENTS RD","CARGILL AV","6","SS-019967-PV1","SS-019967"
"7305","NOBEL DR","0.21466011","Class IV (One-Way)","CARGILL AV","GENESEE AV","6","SS-019968-PV1","SS-019968"
"7306","NOBEL DR","0.05986386","Class II","LEBON DR","DANICA MAE DR","6","SS-019965-PV1","SS-019965"
"7307","NOBEL DR","0.03832059","Class IV (One-Way)","DANICA MAE DR","REGENTS RD","6","SS-019966-PV1","SS-019966"
"7308","NOBEL DR","0.27437664","Class IV (One-Way)","REGENTS RD","CARGILL AV","6","SS-019967-PV1","SS-019967"
"7309","SAN DIEGUITO RD","0.06799497","Class II","DERBY FARMS RD","CAM SANTA FE","1","SS-024036-PV1","SS-024036"
"7310","SAN DIEGUITO RD","0.09508758","Class II","OLD EL CAM REAL","DERBY FARMS RD","1","SS-024039-PV1","SS-024039"
"7311","SAN DIEGUITO RD","0.06818664","Class II","CAM SANTA FE","PVT RD","1","SS-024037-PV1","SS-024037"
"7312","SAN DIEGUITO RD","0.06799093","Class II","DERBY FARMS RD","CAM SANTA FE","1","SS-024036-PV1","SS-024036"
"7313","SAN DIEGUITO RD","0.06781988","Class II","OLD EL CAM REAL","DERBY FARMS RD","1","SS-024039-PV1","SS-024039"
"7314","SAN DIEGUITO RD","0.06818894","Class II","CAM SANTA FE","PVT RD","1","SS-024037-PV1","SS-024037"
"7315","DEL MAR HEIGHTS RD","0.06781323","Class II","CARMEL CANYON RD","ASHLEY FALLS DR","1","SS-008959-PV1","SS-008959"
"7316","DEL MAR HEIGHTS RD","0.06815476","Class II","LANSDALE DR","CARMEL CANYON RD","1","SS-008975-PV1","SS-008975"
"7317","DEL MAR HEIGHTS RD","0.06874460","Class II","CARMEL CANYON RD","ASHLEY FALLS DR","1","SS-008959-PV1","SS-008959"
"7318","DEL MAR HEIGHTS RD","0.06256683","Class II","LANSDALE DR","CARMEL CANYON RD","1","SS-008975-PV1","SS-008975"
"7319","NAVAJO RD","0.36211224","Class II","CAM ESTRELLADO","PARK RIDGE BL","7","SS-019733-PV1","SS-019733"
"7320","NAVAJO RD","0.06478823","Class II","CAM ESTRELLADO","PARK RIDGE BL","7","SS-019733-PV1","SS-019733"
"7321","JUNIPER ST","0.19370816","Class II","30TH ST","31ST ST","3","SS-014765-PV1","SS-014765"
"7322","JUNIPER ST","0.19677341","Class II","30TH ST","31ST ST","3","SS-014765-PV1","SS-014765"
